,text,words,label
10,"@jmkarg @fedegvazquez @futurockOk Duro @jmkarg te conocí a partir del #GolpeDeEstadoBolivia importante y necesaria la formación,  me sumo al pedido","['@jmkarg', '@fedegvazquez', '@futurockok', 'duro', '@jmkarg', 'te', 'conocí', 'a', 'partir', 'del', '#golpedeestadobolivia', 'importante', 'y', 'necesaria', 'la', 'formación', 'me', 'sumo', 'al', 'pedido']",0
11,"@fredypueblo @SMoncada_VEN @Caninator @SachaLlorenti @CancilleriaVE @NicolasMaduro @DPresidencia @jaarreaza @DrodriguezVen @AgenciaBoliviaR @MRE_Bolivia Eres Boliviano, ponete a leer la CPE para que dejes de repetir #GolpeDeEstadoBolivia y te informes que solo fue Suseción Constitucional","['@fredypueblo', '@smoncada_ven', '@caninator', '@sachallorenti', '@cancilleriave', '@nicolasmaduro', '@dpresidencia', '@jaarreaza', '@drodriguezven', '@agenciaboliviar', '@mre_bolivia', 'eres', 'boliviano', 'ponete', 'a', 'leer', 'la', 'cpe', 'para', 'que', 'dejes', 'de', 'repetir', '#golpedeestadobolivia', 'y', 'te', 'informes', 'que', 'solo', 'fue', 'suseción', 'constitucional']",0
12,"Una pregunta que queda en el aire porque los que “responden” lo hacen desde la comodidad de la demanda corporativa o desde la supuesta indignación, sin embargo salta una reflexión evidente, cuando se pudo cambiar la matriz civilizatoria no se lo hizo #GolpeDeEstadoBolivia https://t.co/fw2BQCBPTW","['una', 'pregunta', 'que', 'queda', 'en', 'el', 'aire', 'porque', 'los', 'que', 'responden', 'lo', 'hacen', 'desde', 'la', 'comodidad', 'de', 'la', 'demanda', 'corporativa', 'o', 'desde', 'la', 'supuesta', 'indignación', 'sin', 'embargo', 'salta', 'una', 'reflexión', 'evidente', 'cuando', 'se', 'pudo', 'cambiar', 'la', 'matriz', 'civilizatoria', 'no', 'se', 'lo', 'hizo', '#golpedeestadobolivia', 'https//tco/fw2bqcbptw']",0
13,"Criminal, machista, antiderechos.
Se atreve a ensuciar el día internacional de la eliminación de la violencia contra las mujeres la propiciadora de las más aberrantes atrocidades contra mujeres bolivianas.
#ViolenciaContraLaMujer
#GolpeDeEstadoBolivia 
#RedLatAmLibre https://t.co/pwuwYOp5n6","['criminal', 'machista', 'antiderechos', 'se', 'atreve', 'a', 'ensuciar', 'el', 'día', 'internacional', 'de', 'la', 'eliminación', 'de', 'la', 'violencia', 'contra', 'las', 'mujeres', 'la', 'propiciadora', 'de', 'las', 'más', 'aberrantes', 'atrocidades', 'contra', 'mujeres', 'bolivianas', '#violenciacontralamujer', '#golpedeestadobolivia', '#redlatamlibre', 'https//tco/pwuwyop5n6']",0
14,Todos esos organismos vienen a avalar el #GolpeDeEstadoBolivia  lo sabíamos no nos sorprende su descaro. https://t.co/qUV814TZvi,"['todos', 'esos', 'organismos', 'vienen', 'a', 'avalar', 'el', '#golpedeestadobolivia', 'lo', 'sabíamos', 'no', 'nos', 'sorprende', 'su', 'descaro', 'https//tco/quv814tzvi']",0
15,#VÍDEO 🎥 Militares reprimen a los ciudadanos en La Paz #Bolivia durante el funeral de ocho personas asesinadas por las fuerzas de seguridad #21Nov #GolpeDeEstadoBolivia https://t.co/lCnbTYFtii,"['#vídeo', '🎥', 'militares', 'reprimen', 'a', 'los', 'ciudadanos', 'en', 'la', 'paz', '#bolivia', 'durante', 'el', 'funeral', 'de', 'ocho', 'personas', 'asesinadas', 'por', 'las', 'fuerzas', 'de', 'seguridad', '#21nov', '#golpedeestadobolivia', 'https//tco/lcnbtyftii']",0
16,"#Cochabamba se hizo presente en la #cidhaudiencias para resguardar a personas víctimas de la violación de #DDHH por el #GolpeDeEstadoBolivia pidiendo #pazyjusticiasocial y #RespetoAPollera
@AbyaYalatv @PrensaCuba_Bol @escuelanfp @CFKArgentina @RKCnoticias @GabrielaSCZ @teleSURtv https://t.co/vZkZ59HEuw","['#cochabamba', 'se', 'hizo', 'presente', 'en', 'la', '#cidhaudiencias', 'para', 'resguardar', 'a', 'personas', 'víctimas', 'de', 'la', 'violación', 'de', '#ddhh', 'por', 'el', '#golpedeestadobolivia', 'pidiendo', '#pazyjusticiasocial', 'y', '#respetoapollera', '@abyayalatv', '@prensacuba_bol', '@escuelanfp', '@cfkargentina', '@rkcnoticias', '@gabrielascz', '@telesurtv', 'https//tco/vzkz59heuw']",0
17,"¡Qué descarada!
Se compromete a luchar contra la violencia hacia las mujeres y manda a reprimir a las mujeres que protestan por el #GolpeDeEstadoBolivia 
¡Más cínica, imposible! https://t.co/KN2NVCYt15","['¡qué', 'descarada', 'se', 'compromete', 'a', 'luchar', 'contra', 'la', 'violencia', 'hacia', 'las', 'mujeres', 'y', 'manda', 'a', 'reprimir', 'a', 'las', 'mujeres', 'que', 'protestan', 'por', 'el', '#golpedeestadobolivia', '¡más', 'cínica', 'imposible', 'https//tco/kn2nvcyt15']",0
18,"El silencio el cómplice
#GolpeDeEstadoBolivia 
#boliviagolpe https://t.co/8nfGN55KH4","['el', 'silencio', 'el', 'cómplice', '#golpedeestadobolivia', '#boliviagolpe', 'https//tco/8nfgn55kh4']",0
19,"Sigue en VIVO y DIRECTO los pormenores de las movilizaciones que se desarrollan en Bolivia a través de nuestra plataforma web 👉🏾https://t.co/tqMKHfl0b4

Rompamos el cerco mediático y desinformativo instaurado por el #GolpeDeEstadoBolivia https://t.co/mHxf1UBWA1","['sigue', 'en', 'vivo', 'y', 'directo', 'los', 'pormenores', 'de', 'las', 'movilizaciones', 'que', 'se', 'desarrollan', 'en', 'bolivia', 'a', 'través', 'de', 'nuestra', 'plataforma', 'web', '👉🏾https//tco/tqmkhfl0b4', 'rompamos', 'el', 'cerco', 'mediático', 'y', 'desinformativo', 'instaurado', 'por', 'el', '#golpedeestadobolivia', 'https//tco/mhxf1ubwa1']",0
20,LOS CANALES DE TV Y PRENSA DE BOLIVIA NO TRANSMITEN ESTA INFORMACIÓN #BOLIVIA #GolpeDeEstadoBolivia #Genocidio https://t.co/GxQPP36CFM,"['los', 'canales', 'de', 'tv', 'y', 'prensa', 'de', 'bolivia', 'no', 'transmiten', 'esta', 'información', '#bolivia', '#golpedeestadobolivia', '#genocidio', 'https//tco/gxqpp36cfm']",0
21,"Cuánto degenere.... esa es la factura del #GolpeDeEstadoBolivia.

Se vendieron por unas cuantas monedas...

#PLOMO19 #EvoEsElPresidente https://t.co/9SzDTvZNWN","['cuánto', 'degenere', 'esa', 'es', 'la', 'factura', 'del', '#golpedeestadobolivia', 'se', 'vendieron', 'por', 'unas', 'cuantas', 'monedas', '#plomo19', '#evoeselpresidente', 'https//tco/9szdtvznwn']",0
22,"En la calles nuevamente decimos #NiUnaMenos Basta de femicidios, por el #AbortoLegalYa y gritando nuestra solidaridad con la resistencia al #GolpeDeEstadoBolivia y la lucha del pueblo Chileno https://t.co/mVOBmC2TDq","['en', 'la', 'calles', 'nuevamente', 'decimos', '#niunamenos', 'basta', 'de', 'femicidios', 'por', 'el', '#abortolegalya', 'y', 'gritando', 'nuestra', 'solidaridad', 'con', 'la', 'resistencia', 'al', '#golpedeestadobolivia', 'y', 'la', 'lucha', 'del', 'pueblo', 'chileno', 'https//tco/mvobmc2tdq']",0
23,"“Mafia masista”, “universo paralelo”, cuánta palabrería inunda hoy las RRSS
Lo único cierto #GolpeDeEstadoBolivia https://t.co/5JyGipZOjJ","['mafia', 'masista', 'universo', 'paralelo', 'cuánta', 'palabrería', 'inunda', 'hoy', 'las', 'rrss', 'lo', 'único', 'cierto', '#golpedeestadobolivia', 'https//tco/5jygipzojj']",0
24,Más pruebas para el sumario contra golpistas bolivianos: Unión Europea es cómplice del #GolpeDeEstadoBolivia https://t.co/RoZSbqpsuJ,"['más', 'pruebas', 'para', 'el', 'sumario', 'contra', 'golpistas', 'bolivianos', 'unión', 'europea', 'es', 'cómplice', 'del', '#golpedeestadobolivia', 'https//tco/rozsbqpsuj']",0
25,"Menuda mujer!! Manda al ejército a reprimir, golpear y hasta asesinar mujeres bolivianas y ahora se aparece con un discursito de ocasión. #GolpeDeEstadoBolivia  #TiraníaenBolivia https://t.co/Sqo4GQzHqu","['menuda', 'mujer', 'manda', 'al', 'ejército', 'a', 'reprimir', 'golpear', 'y', 'hasta', 'asesinar', 'mujeres', 'bolivianas', 'y', 'ahora', 'se', 'aparece', 'con', 'un', 'discursito', 'de', 'ocasión', '#golpedeestadobolivia', '#tiraníaenbolivia', 'https//tco/sqo4gqzhqu']",0
26,"Ya lo intentaron en 2008 con la Media Luna y las nazis Juventudes Cruceñas. Y no han parado desde entonces con el ultraderechista evangelista Camacho. 
#GolpeDeEstadoBolivia","['ya', 'lo', 'intentaron', 'en', '2008', 'con', 'la', 'media', 'luna', 'y', 'las', 'nazis', 'juventudes', 'cruceñas', 'y', 'no', 'han', 'parado', 'desde', 'entonces', 'con', 'el', 'ultraderechista', 'evangelista', 'camacho', '#golpedeestadobolivia']",0
27,"@Scott2345 @evoespueblo Los policías son una basura

#GolpeDeEstadoBolivia 
#FueraGolpistasFascistas","['@scott2345', '@evoespueblo', 'los', 'policías', 'son', 'una', 'basura', '#golpedeestadobolivia', '#fueragolpistasfascistas']",0
28,"#GolpeDeEstadoBolivia Durán Barba en Perfil: le pegó a Macri por su postura ante el golpe en Bolivia Tambien
fue claro al criticar la postura del Gobierno Nacional y hasta para calificar como “racista” a la “autoproclamada” Jeanine Áñez.
https://t.co/0jY18KWOTG","['#golpedeestadobolivia', 'durán', 'barba', 'en', 'perfil', 'le', 'pegó', 'a', 'macri', 'por', 'su', 'postura', 'ante', 'el', 'golpe', 'en', 'bolivia', 'tambien', 'fue', 'claro', 'al', 'criticar', 'la', 'postura', 'del', 'gobierno', 'nacional', 'y', 'hasta', 'para', 'calificar', 'como', 'racista', 'a', 'la', 'autoproclamada', 'jeanine', 'áñez', 'https//tco/0jy18kwotg']",0
29,"El cinismo sin límites de los fascistas, donde quiera que operen. Es una afrenta a la memoria de Victor Jara, asesinado por las hordas chilenas cuyos métodos replican hoy sus émulos de #Bolivia. #GolpeDeEstadoBolivia #GolpeAsesinoEnBolivia #GolpesNuncaMas https://t.co/niUfMi8nWU","['el', 'cinismo', 'sin', 'límites', 'de', 'los', 'fascistas', 'donde', 'quiera', 'que', 'operen', 'es', 'una', 'afrenta', 'a', 'la', 'memoria', 'de', 'victor', 'jara', 'asesinado', 'por', 'las', 'hordas', 'chilenas', 'cuyos', 'métodos', 'replican', 'hoy', 'sus', 'émulos', 'de', '#bolivia', '#golpedeestadobolivia', '#golpeasesinoenbolivia', '#golpesnuncamas', 'https//tco/niufmi8nwu']",0
30,"📲 La estrategia de propaganda mediante trampas para apoyar el Golpe de Estado en Bolivia sigue:
Más de 100.000 mensajes enviados por SMS de manera discriminada para difundir fake news con un supuesto audio de Evo.
El enlace se abrió más de 82.000 veces 
 #GolpeDeEstadoBolivia https://t.co/DP9wXH8xxb","['📲', 'la', 'estrategia', 'de', 'propaganda', 'mediante', 'trampas', 'para', 'apoyar', 'el', 'golpe', 'de', 'estado', 'en', 'bolivia', 'sigue', 'más', 'de', '100000', 'mensajes', 'enviados', 'por', 'sms', 'de', 'manera', 'discriminada', 'para', 'difundir', 'fake', 'news', 'con', 'un', 'supuesto', 'audio', 'de', 'evo', 'el', 'enlace', 'se', 'abrió', 'más', 'de', '82000', 'veces', '#golpedeestadobolivia', 'https//tco/dp9wxh8xxb']",0
31,"@evoespueblo Ni perdón ni olvido...

#GolpeDeEstadoBolivia 
#MasacreEnBoliva 
#MasacreEnCochabamba 
#MasacreEnSenkata https://t.co/77R8Sl6iFa","['@evoespueblo', 'ni', 'perdón', 'ni', 'olvido', '#golpedeestadobolivia', '#masacreenboliva', '#masacreencochabamba', '#masacreensenkata', 'https//tco/77r8sl6ifa']",0
32,"#GolpeDeEstadoBolivia
@Iciar_Gutierrez vía @eldiarioes: @ceprEspanol cuestiona seriamente en un informe publicado el 10 de noviembre el papel de la misión electoral de la OEA en Bolivia https://t.co/jgLAis0mSx https://t.co/nZhnz1B113","['#golpedeestadobolivia', '@iciar_gutierrez', 'vía', '@eldiarioes', '@ceprespanol', 'cuestiona', 'seriamente', 'en', 'un', 'informe', 'publicado', 'el', '10', 'de', 'noviembre', 'el', 'papel', 'de', 'la', 'misión', 'electoral', 'de', 'la', 'oea', 'en', 'bolivia', 'https//tco/jglais0msx', 'https//tco/nzhnz1b113']",0
33,"Seguro se referirá a las bases militares yankis que dejó entrar a la Argentina sin aprobación del Congreso y de las que se dicen que en el norte facilitaron el #GolpeDeEstadoBolivia 
...porque de otras bases no tiene ni idea Ni de las de Alberdi, ni de beisbol, ni ninguna otra... https://t.co/ByESa13MHA","['seguro', 'se', 'referirá', 'a', 'las', 'bases', 'militares', 'yankis', 'que', 'dejó', 'entrar', 'a', 'la', 'argentina', 'sin', 'aprobación', 'del', 'congreso', 'y', 'de', 'las', 'que', 'se', 'dicen', 'que', 'en', 'el', 'norte', 'facilitaron', 'el', '#golpedeestadobolivia', 'porque', 'de', 'otras', 'bases', 'no', 'tiene', 'ni', 'idea', 'ni', 'de', 'las', 'de', 'alberdi', 'ni', 'de', 'beisbol', 'ni', 'ninguna', 'otra', 'https//tco/byesa13mha']",0
34,"Las clases medias, los blanquitos criollos no soportan que les gobierne un indio. #GolpeDeEstadoBolivia","['las', 'clases', 'medias', 'los', 'blanquitos', 'criollos', 'no', 'soportan', 'que', 'les', 'gobierne', 'un', 'indio', '#golpedeestadobolivia']",0
35,Un trabajo enorme de @brunosgarzini Desenmascara el #GolpeDeEstadoBolivia y además muestra los paralelismos con la forma de operar en otros casos sucedidos en AL en la segunda mitad del S. XX. Aunque detrás hay algunas cosas más que antes. No sólo los recursos naturales. https://t.co/03yAWP2Geu,"['un', 'trabajo', 'enorme', 'de', '@brunosgarzini', 'desenmascara', 'el', '#golpedeestadobolivia', 'y', 'además', 'muestra', 'los', 'paralelismos', 'con', 'la', 'forma', 'de', 'operar', 'en', 'otros', 'casos', 'sucedidos', 'en', 'al', 'en', 'la', 'segunda', 'mitad', 'del', 's', 'xx', 'aunque', 'detrás', 'hay', 'algunas', 'cosas', 'más', 'que', 'antes', 'no', 'sólo', 'los', 'recursos', 'naturales', 'https//tco/03yawp2geu']",0
36,"#LaPaz.- A la par de la aprobación de una ley electoral transitoria y las maniobras para legitimar el #GolpeDeEstadoBolivia, las autoridades de facto arrecian hoy la persecución contra figuras del depuesto gobierno de #Bolivia.
https://t.co/f38RZhJhtV","['#lapaz', 'a', 'la', 'par', 'de', 'la', 'aprobación', 'de', 'una', 'ley', 'electoral', 'transitoria', 'y', 'las', 'maniobras', 'para', 'legitimar', 'el', '#golpedeestadobolivia', 'las', 'autoridades', 'de', 'facto', 'arrecian', 'hoy', 'la', 'persecución', 'contra', 'figuras', 'del', 'depuesto', 'gobierno', 'de', '#bolivia', 'https//tco/f38rzhjhtv']",0
37,"@Adriana1989sa #EvoEsPueblo asi es Adriana tu si conoces esas palabras no te vendes x un peso sigue luchando xfavor x la dictadura q hoy se vive en Bolivia q no nos podrán callar a todo 
#EvoNoEstasSolo 
#GolpeDeEstadoBolivia
#EvoPresidenteLegitimo","['@adriana1989sa', '#evoespueblo', 'asi', 'es', 'adriana', 'tu', 'si', 'conoces', 'esas', 'palabras', 'no', 'te', 'vendes', 'x', 'un', 'peso', 'sigue', 'luchando', 'xfavor', 'x', 'la', 'dictadura', 'q', 'hoy', 'se', 'vive', 'en', 'bolivia', 'q', 'no', 'nos', 'podrán', 'callar', 'a', 'todo', '#evonoestassolo', '#golpedeestadobolivia', '#evopresidentelegitimo']",0
38,@InfobaeAmerica Por un #GolpeDeEstadoBolivia,"['@infobaeamerica', 'por', 'un', '#golpedeestadobolivia']",0
39,"Tal cual....
#GolpeDeEstadoBolivia https://t.co/qyeWoorYku","['tal', 'cual', '#golpedeestadobolivia', 'https//tco/qyewooryku']",0
40,"Después de publicar este tuit se ha puesto en marcha todo un ejército de trolls, bots... para lapidarme.
Sin duda alguna: #GolpeDeEstadoBolivia","['después', 'de', 'publicar', 'este', 'tuit', 'se', 'ha', 'puesto', 'en', 'marcha', 'todo', 'un', 'ejército', 'de', 'trolls', 'bots', 'para', 'lapidarme', 'sin', 'duda', 'alguna', '#golpedeestadobolivia']",0
41,"Militares someten a los manifestantes que denuncian el #GolpeDeEstadoBolivia. Los patean, los someten y les impiden estar en las calles. #PueblosDelMundoConEvo. #SOSBolivia. #12Nov https://t.co/f0DscCXyLg","['militares', 'someten', 'a', 'los', 'manifestantes', 'que', 'denuncian', 'el', '#golpedeestadobolivia', 'los', 'patean', 'los', 'someten', 'y', 'les', 'impiden', 'estar', 'en', 'las', 'calles', '#pueblosdelmundoconevo', '#sosbolivia', '#12nov', 'https//tco/f0dsccxylg']",0
42,"@marcoporchile @Almagro_OEA2015 #EvoEsPueblo una pena realmente lo q pasa esto es una masacre a nuestros países estados unidos metido en todo
#EvoNoEstasSolo 
#EvoEsPueblo 
#GolpeDeEstadoBolivia","['@marcoporchile', '@almagro_oea2015', '#evoespueblo', 'una', 'pena', 'realmente', 'lo', 'q', 'pasa', 'esto', 'es', 'una', 'masacre', 'a', 'nuestros', 'países', 'estados', 'unidos', 'metido', 'en', 'todo', '#evonoestassolo', '#evoespueblo', '#golpedeestadobolivia']",0
43,"Carlos Mesa, Fernando Camacho, la OEA y Estados Unidos son las cabezas visibles del Golpe de Estado. Detrás, fuerzas reaccionarias y violentas que han quemado, golpeado, vejado, humillado. Obtuvieron con violencia lo que no pudieron en las urnas. #GolpeDeEstadoBolivia","['carlos', 'mesa', 'fernando', 'camacho', 'la', 'oea', 'y', 'estados', 'unidos', 'son', 'las', 'cabezas', 'visibles', 'del', 'golpe', 'de', 'estado', 'detrás', 'fuerzas', 'reaccionarias', 'y', 'violentas', 'que', 'han', 'quemado', 'golpeado', 'vejado', 'humillado', 'obtuvieron', 'con', 'violencia', 'lo', 'que', 'no', 'pudieron', 'en', 'las', 'urnas', '#golpedeestadobolivia']",0
44,"@Tania17567546 @JeanineAnez @CIDH APROVECHAMOS AL TROLL @Tania17567546 PARA DIFUNDIR ANTE LA OPINION PUBLICA INTERNACIONAL la CAMPAÑA coordinada con miles de NUEVAS CUENTAS FALSAS de @Twitter y bulos contra @evoespueblo para ""lavar"" la imagen internacional del #GolpeDeEstadoBolivia 

https://t.co/2Ws4p0JrxB","['@tania17567546', '@jeanineanez', '@cidh', 'aprovechamos', 'al', 'troll', '@tania17567546', 'para', 'difundir', 'ante', 'la', 'opinion', 'publica', 'internacional', 'la', 'campaña', 'coordinada', 'con', 'miles', 'de', 'nuevas', 'cuentas', 'falsas', 'de', '@twitter', 'y', 'bulos', 'contra', '@evoespueblo', 'para', 'lavar', 'la', 'imagen', 'internacional', 'del', '#golpedeestadobolivia', 'https//tco/2ws4p0jrxb']",0
45,"@pavlovgomezS @Tania17567546 @JeanineAnez @CIDH APROVECHAMOS AL TROLL @pavlovgomezS PARA DIFUNDIR ANTE LA OPINION PUBLICA INTERNACIONAL la CAMPAÑA coordinada con miles de NUEVAS CUENTAS FALSAS de @Twitter y bulos contra @evoespueblo para ""lavar"" la imagen internacional del #GolpeDeEstadoBolivia 

https://t.co/2Ws4p0JrxB","['@pavlovgomezs', '@tania17567546', '@jeanineanez', '@cidh', 'aprovechamos', 'al', 'troll', '@pavlovgomezs', 'para', 'difundir', 'ante', 'la', 'opinion', 'publica', 'internacional', 'la', 'campaña', 'coordinada', 'con', 'miles', 'de', 'nuevas', 'cuentas', 'falsas', 'de', '@twitter', 'y', 'bulos', 'contra', '@evoespueblo', 'para', 'lavar', 'la', 'imagen', 'internacional', 'del', '#golpedeestadobolivia', 'https//tco/2ws4p0jrxb']",0
46,"@evoespueblo #EvoNoEstasSolo  ahora pues exigen q se les cumplan sus promesa q pague Camacho el le prometió o sino q les pague estados unidos
#GolpeDeEstadoBolivia 
#AnezAsesinaYGolpista","['@evoespueblo', '#evonoestassolo', 'ahora', 'pues', 'exigen', 'q', 'se', 'les', 'cumplan', 'sus', 'promesa', 'q', 'pague', 'camacho', 'el', 'le', 'prometió', 'o', 'sino', 'q', 'les', 'pague', 'estados', 'unidos', '#golpedeestadobolivia', '#anezasesinaygolpista']",0
47,"Continúan las manifestaciones en #Bolivia en contra del #GolpeDeEstadoBolivia, los pobladores de las zonas rurales y de #ElAlto exigen q #EvoRegresa #EvoNoEstasSolo https://t.co/QaM1mQdDaG","['continúan', 'las', 'manifestaciones', 'en', '#bolivia', 'en', 'contra', 'del', '#golpedeestadobolivia', 'los', 'pobladores', 'de', 'las', 'zonas', 'rurales', 'y', 'de', '#elalto', 'exigen', 'q', '#evoregresa', '#evonoestassolo', 'https//tco/qam1mqddag']",0
48,"En #Chile se VIOLAN los #DerechosHumanos con el #TerrorismoDeEstado y
#ChileEnDictadura de #Piñera
#Tarapacá #Iquique #AltoHospicio #Suecia #Francia #Canada #Noruega #BoliviaEnDictadura #MasacreEnBolivia #GolpeDeEstadoBolivia https://t.co/E1gRWV6SZ5","['en', '#chile', 'se', 'violan', 'los', '#derechoshumanos', 'con', 'el', '#terrorismodeestado', 'y', '#chileendictadura', 'de', '#piñera', '#tarapacá', '#iquique', '#altohospicio', '#suecia', '#francia', '#canada', '#noruega', '#boliviaendictadura', '#masacreenbolivia', '#golpedeestadobolivia', 'https//tco/e1grwv6sz5']",0
49,"Señora #ALCAhueta ~ @mbachelet su dizque compromiso con los DDHH era VERDE y se lo comió un burro creyendo que era PAJA. 
#26nParoNacional 
#GolpeDeEstadoBolivia 
#ChileViolatesHumansRights #EsmadAsesinos https://t.co/6OWAEKtIjQ","['señora', '#alcahueta', '~', '@mbachelet', 'su', 'dizque', 'compromiso', 'con', 'los', 'ddhh', 'era', 'verde', 'y', 'se', 'lo', 'comió', 'un', 'burro', 'creyendo', 'que', 'era', 'paja', '#26nparonacional', '#golpedeestadobolivia', '#chileviolateshumansrights', '#esmadasesinos', 'https//tco/6owaektijq']",0
